"Дата","Цена","Минимальная Цена","Максимальная Цена","Количество сделок"
"07.03.2023","184.50","180.80","186.90","10,977"
"06.03.2023","181.30","177.60","183.70","7,490"
"03.03.2023","179.70","178.30","180.90","5,016"
"02.03.2023","178.80","176.20","183.30","5,921"
"01.03.2023","181.40","179.10","183.70","5,186"
"28.02.2023","179.10","178.00","181.40","3,720"
"27.02.2023","178.70","174.60","181.40","6,558"
"24.02.2023","176.10","174.70","177.60","2,032"
"22.02.2023","175.40","174.40","177.80","2,206"
"21.02.2023","176.30","173.50","180.00","4,309"
"20.02.2023","172.10","170.10","174.50","3,403"
"17.02.2023","171.00","167.20","173.40","4,926"
"16.02.2023","173.80","172.00","177.00","5,515"
"15.02.2023","176.30","172.00","182.30","8,710"
"14.02.2023","183.10","181.00","187.70","7,128"
"13.02.2023","188.10","186.00","190.90","3,930"
"10.02.2023","186.60","185.20","188.70","3,348"
"09.02.2023","188.60","185.30","191.00","6,840"
"08.02.2023","186.60","180.20","190.00","12,444"
"07.02.2023","181.60","180.00","183.40","3,275"
"06.02.2023","182.20","179.90","183.50","4,324"
"03.02.2023","180.00","178.20","183.20","4,316"
"02.02.2023","182.60","180.30","184.40","5,474"
"01.02.2023","181.80","177.50","184.80","11,095"
"31.01.2023","177.10","175.00","178.60","3,890"
"30.01.2023","176.30","175.10","177.50","2,931"
"27.01.2023","176.00","174.10","177.30","3,208"
"26.01.2023","175.10","174.00","177.00","2,486"
"25.01.2023","175.60","174.20","177.50","3,324"
"24.01.2023","178.30","176.40","181.10","5,378"
"23.01.2023","178.10","172.00","180.30","8,598"
"20.01.2023","173.00","172.10","174.60","3,064"
"19.01.2023","174.90","172.80","179.00","4,563"
"18.01.2023","178.40","171.60","183.70","11,310"
"17.01.2023","178.20","174.50","181.90","11,087"
"16.01.2023","173.60","169.40","176.80","6,375"
"13.01.2023","170.60","169.00","172.90","2,392"
"12.01.2023","172.00","169.90","174.00","3,587"
"11.01.2023","171.30","169.40","172.40","3,235"
"10.01.2023","169.60","168.10","171.20","2,257"
"09.01.2023","170.60","167.00","172.60","4,956"
"06.01.2023","167.60","166.00","170.30","3,805"
"05.01.2023","171.80","168.80","175.00","6,605"
"04.01.2023","170.40","164.50","174.20","7,550"
"03.01.2023","165.20","160.30","167.00","4,661"
"30.12.2022","160.70","160.00","161.70","2,091"
"29.12.2022","160.90","159.80","161.80","2,439"
"28.12.2022","161.00","159.80","163.10","4,391"
"27.12.2022","162.40","161.00","164.20","3,234"
"26.12.2022","163.00","161.60","165.80","3,980"
"23.12.2022","164.90","162.50","166.80","4,402"
"22.12.2022","163.00","160.80","164.90","2,463"
"21.12.2022","162.30","160.30","164.50","3,055"
"20.12.2022","162.20","156.00","165.00","4,891"
"19.12.2022","159.00","158.20","161.90","5,180"
"16.12.2022","161.80","160.70","162.70","2,440"
"15.12.2022","162.40","160.40","165.20","4,776"
"14.12.2022","166.10","164.10","168.30","2,963"
"13.12.2022","168.30","166.60","170.00","3,291"
"12.12.2022","166.60","165.80","167.80","2,658"
"09.12.2022","167.70","166.80","169.50","2,537"
"08.12.2022","168.00","167.20","170.60","1,958"
"07.12.2022","168.40","167.10","170.80","2,713"
"06.12.2022","170.10","169.00","171.90","2,578"
"05.12.2022","171.90","170.40","173.30","2,414"
"02.12.2022","171.60","170.30","174.00","2,377"
"01.12.2022","172.90","171.40","174.00","3,482"
"30.11.2022","171.80","170.50","173.30","1,939"
"29.11.2022","173.10","172.00","174.20","2,382"
"28.11.2022","175.40","172.30","179.90","4,790"
"25.11.2022","175.80","171.00","178.90","6,358"
"24.11.2022","171.40","167.60","172.90","2,304"
"23.11.2022","169.10","167.00","170.80","2,469"
"22.11.2022","168.20","166.10","169.60","2,064"
"21.11.2022","167.20","165.50","170.90","3,569"
"18.11.2022","170.40","169.80","171.00","1,351"
"17.11.2022","171.30","170.30","172.70","1,783"
"16.11.2022","171.00","168.60","173.60","4,236"
"15.11.2022","172.80","169.50","175.00","4,948"
"14.11.2022","171.00","168.40","173.00","3,577"
"11.11.2022","169.00","168.00","171.00","2,359"
"10.11.2022","168.50","164.70","171.30","4,351"
"09.11.2022","170.50","165.30","174.20","6,433"
"08.11.2022","173.60","172.00","178.00","4,273"
"07.11.2022","175.30","171.10","178.20","6,067"
"03.11.2022","169.50","167.00","172.20","4,829"
"02.11.2022","173.10","171.10","176.10","3,618"
"01.11.2022","176.20","172.20","182.00","6,766"
"31.10.2022","175.90","171.60","180.00","7,863"
"28.10.2022","172.10","170.10","173.90","4,326"
"27.10.2022","172.60","168.30","175.20","7,262"
"26.10.2022","166.20","162.30","172.00","6,755"
"25.10.2022","169.00","162.30","171.80","8,786"
"24.10.2022","163.40","161.80","165.50","3,296"
"21.10.2022","160.10","157.10","161.90","3,188"
"20.10.2022","161.40","159.70","163.50","3,073"
"19.10.2022","160.00","157.00","164.50","5,202"
"18.10.2022","164.30","162.30","166.90","4,619"
"17.10.2022","162.90","156.70","165.00","7,308"
"14.10.2022","156.90","152.30","160.90","4,641"
"13.10.2022","159.10","151.90","165.00","8,182"
"12.10.2022","152.40","150.90","153.70","2,340"
"11.10.2022","152.00","150.10","154.40","4,014"
"10.10.2022","145.50","133.60","150.90","9,780"
"07.10.2022","152.60","148.20","159.10","6,464"
"06.10.2022","159.40","154.80","162.90","4,954"
"05.10.2022","154.60","150.20","158.50","6,049"
"04.10.2022","157.30","155.00","161.10","5,693"
"03.10.2022","157.10","146.70","162.90","12,949"
"30.09.2022","146.30","141.60","154.40","10,819"
"29.09.2022","149.70","145.80","156.70","7,893"
"28.09.2022","157.20","154.10","161.40","5,487"
"27.09.2022","158.30","151.50","165.40","8,842"
"26.09.2022","159.00","145.20","174.00","21,040"
"23.09.2022","177.10","170.80","191.10","15,537"
"22.09.2022","187.20","182.10","190.00","7,933"
"21.09.2022","182.90","170.00","189.90","18,662"
"20.09.2022","203.60","193.20","212.90","19,818"
"19.09.2022","213.90","211.20","217.50","4,474"
"16.09.2022","214.20","212.50","216.20","3,975"
"15.09.2022","212.90","212.00","213.60","2,435"
"14.09.2022","211.90","210.70","213.90","3,460"
"13.09.2022","215.00","212.20","217.50","4,103"
"12.09.2022","216.60","212.20","219.00","5,175"
"09.09.2022","213.00","212.00","214.40","3,475"
"08.09.2022","211.70","210.10","214.00","4,671"
"07.09.2022","213.60","212.30","215.40","5,080"
"06.09.2022","216.70","211.80","221.90","10,430"
"05.09.2022","219.20","217.00","221.00","5,785"
"02.09.2022","218.40","215.30","219.50","5,688"
"01.09.2022","217.50","215.10","219.90","5,307"
"31.08.2022","218.30","215.50","221.00","6,796"
"30.08.2022","222.60","217.20","225.80","9,510"
"29.08.2022","222.30","216.30","225.00","9,616"
"26.08.2022","218.30","216.00","219.90","7,757"
"25.08.2022","225.30","216.20","234.40","39,082"
"24.08.2022","233.00","225.20","238.00","22,776"
"23.08.2022","224.80","222.40","225.80","4,500"
"22.08.2022","221.20","215.00","223.60","8,656"
"19.08.2022","223.70","222.00","227.10","4,401"
"18.08.2022","224.90","221.60","227.70","11,592"
"17.08.2022","231.00","220.60","238.00","19,367"
"16.08.2022","221.60","215.60","225.20","11,357"
"15.08.2022","215.40","211.80","219.00","8,223"
"12.08.2022","215.10","211.40","220.80","20,224"
"11.08.2022","217.70","196.10","231.30","64,417"
"10.08.2022","196.80","194.60","198.30","5,696"
"09.08.2022","196.10","192.30","198.60","12,036"
"08.08.2022","191.10","186.40","193.40","4,495"
"05.08.2022","188.80","186.40","193.00","6,020"
"04.08.2022","192.30","190.80","195.40","3,200"
"03.08.2022","194.40","190.60","197.90","5,498"
"02.08.2022","193.50","188.10","199.90","9,831"
"01.08.2022","193.50","189.60","198.10","8,536"
"29.07.2022","198.40","194.10","203.90","10,741"
"28.07.2022","197.50","194.40","201.40","7,739"
"27.07.2022","198.90","192.00","203.70","14,670"
"26.07.2022","192.20","188.60","195.50","7,836"
"25.07.2022","189.50","187.00","191.90","4,951"
"22.07.2022","188.90","186.80","192.00","4,890"
"21.07.2022","187.70","184.50","192.90","5,080"
"20.07.2022","192.60","188.60","196.50","7,405"
"19.07.2022","188.80","185.00","191.90","4,587"
"18.07.2022","188.50","184.60","193.70","3,895"
"15.07.2022","189.90","188.00","191.30","2,435"
"14.07.2022","189.90","186.50","191.90","2,951"
"13.07.2022","188.60","185.20","193.90","5,055"
"12.07.2022","193.60","189.30","197.70","6,009"
"11.07.2022","200.70","195.10","206.50","6,150"
"08.07.2022","201.20","196.60","203.90","7,826"
"07.07.2022","197.70","189.10","202.00","8,869"
"06.07.2022","190.90","188.80","192.90","4,083"
"05.07.2022","189.50","187.00","192.70","4,858"
"04.07.2022","189.70","186.30","194.50","4,726"
"01.07.2022","188.80","183.80","190.70","5,484"
"30.06.2022","191.20","185.00","199.90","11,151"
"29.06.2022","200.30","192.10","209.80","7,983"
"28.06.2022","204.70","200.00","207.90","9,346"
"27.06.2022","195.40","190.10","201.20","6,149"
"24.06.2022","191.80","189.60","195.90","4,575"
"23.06.2022","194.60","191.30","197.00","5,147"
"22.06.2022","190.50","186.80","195.30","3,639"
"21.06.2022","193.90","191.60","197.10","5,496"
"20.06.2022","194.00","190.80","197.00","5,281"
"17.06.2022","190.70","190.00","192.00","3,116"
"16.06.2022","190.50","185.60","192.50","5,694"
"15.06.2022","185.20","183.90","186.50","3,728"
"14.06.2022","184.30","182.00","187.50","6,247"
"10.06.2022","188.50","186.60","190.50","3,907"
"09.06.2022","189.00","186.00","195.80","3,638"
"08.06.2022","192.80","188.60","196.00","4,476"
"07.06.2022","184.80","181.20","193.00","6,294"
"06.06.2022","188.60","185.20","193.80","8,121"
"03.06.2022","193.40","188.40","197.30","6,516"
"02.06.2022","197.20","195.50","201.50","5,057"
"01.06.2022","201.60","199.00","203.50","4,276"
"31.05.2022","202.10","196.20","206.90","8,654"
"30.05.2022","206.00","200.00","211.80","7,096"
"27.05.2022","201.60","196.10","204.30","6,885"
"26.05.2022","203.00","196.20","208.00","7,180"
"25.05.2022","196.80","192.00","201.30","6,011"
"24.05.2022","196.60","189.10","205.80","23,533"
"23.05.2022","208.20","202.60","217.90","22,523"
"20.05.2022","219.50","216.00","225.80","6,040"
"19.05.2022","222.90","220.40","226.00","4,281"
"18.05.2022","228.50","220.00","239.90","8,524"
"17.05.2022","220.40","217.90","223.70","4,705"
"16.05.2022","217.50","216.00","220.50","4,175"
"13.05.2022","215.30","213.00","217.50","4,353"
"12.05.2022","216.70","213.60","220.90","5,811"
"11.05.2022","221.70","219.60","224.00","4,779"
"06.05.2022","222.20","220.10","226.70","5,614"
"05.05.2022","225.10","222.40","227.60","3,884"
"04.05.2022","227.80","222.00","233.70","5,775"
"29.04.2022","226.60","222.50","232.00","6,289"
"28.04.2022","235.60","225.00","245.00","9,635"
"27.04.2022","229.60","223.00","236.00","7,960"
"26.04.2022","222.50","217.00","225.90","6,046"
"25.04.2022","219.40","212.00","228.90","6,603"
"22.04.2022","228.50","220.90","234.80","7,987"
"21.04.2022","234.90","222.00","248.20","23,301"
"20.04.2022","218.80","210.00","224.90","5,746"
"19.04.2022","214.40","207.10","223.00","10,318"
"18.04.2022","230.90","220.00","250.90","8,544"
"15.04.2022","224.80","215.50","231.90","7,589"
"14.04.2022","235.30","230.30","244.80","6,792"
"13.04.2022","245.30","241.10","251.10","4,184"
"12.04.2022","241.70","235.00","250.60","7,374"
"11.04.2022","252.40","249.20","258.00","7,138"
"08.04.2022","250.50","244.20","260.00","5,869"
"07.04.2022","250.90","244.40","258.00","7,464"
"06.04.2022","250.10","241.00","254.70","8,364"
"05.04.2022","258.30","250.00","269.00","11,221"
"04.04.2022","268.80","253.80","278.70","17,396"
"01.04.2022","279.70","265.00","293.30","19,259"
"31.03.2022","262.30","231.60","274.70","24,122"
"30.03.2022","236.80","216.30","259.00","13,083"
"29.03.2022","217.90","201.00","226.00","13,724"
"28.03.2022","219.30","210.70","240.00","22,684"
"25.02.2022","270.10","238.20","320.70","30,397"
"24.02.2022","209.90","149.80","294.80","41,532"
"22.02.2022","314.50","275.50","342.00","38,081"
"21.02.2022","350.20","318.50","382.00","44,766"
"18.02.2022","376.00","365.90","390.70","14,533"
"17.02.2022","383.90","374.20","392.20","13,859"
"16.02.2022","399.20","391.60","409.00","19,967"
"15.02.2022","387.00","383.50","390.80","12,154"
"14.02.2022","380.20","373.60","386.90","15,394"
"11.02.2022","385.10","377.30","392.80","15,824"
"10.02.2022","389.00","373.60","398.50","29,840"
"09.02.2022","370.90","367.20","373.80","14,325"
"08.02.2022","364.80","359.90","377.70","11,276"
"07.02.2022","357.10","351.30","360.70","9,937"
"04.02.2022","356.10","352.20","360.20","15,305"
"03.02.2022","359.50","352.00","371.20","24,382"
"02.02.2022","374.30","370.50","379.90","12,887"
"01.02.2022","377.40","370.40","384.90","15,585"
"31.01.2022","380.00","370.10","391.20","25,935"
"28.01.2022","367.10","361.60","373.80","16,522"
"27.01.2022","366.00","355.70","379.00","24,103"
"26.01.2022","366.80","360.30","382.00","29,577"
"25.01.2022","367.10","356.00","383.60","22,628"
"24.01.2022","374.70","357.00","405.50","52,722"
"21.01.2022","401.10","397.40","404.80","19,929"
"20.01.2022","407.20","404.00","421.00","30,154"
"19.01.2022","413.60","405.00","435.80","34,814"
"18.01.2022","424.90","407.50","452.90","27,507"
"17.01.2022","450.20","442.20","462.00","10,700"
"14.01.2022","447.30","430.20","472.70","31,239"
"13.01.2022","472.50","456.00","495.00","15,825"
"12.01.2022","485.80","476.50","491.00","12,943"
"11.01.2022","470.70","459.90","477.70","13,067"
"10.01.2022","461.70","450.20","469.00","11,562"
"06.01.2022","455.20","450.10","462.50","9,620"
"05.01.2022","460.80","447.50","466.50","7,857"
"04.01.2022","457.20","451.40","467.00","12,335"
